,069500,122630,278530,233740,102780,229200,305540,139260,091180,462010,091160,161510,466920,091170,449450,143860,290130,367770,388420,462330,466940,228790,332940,487240,364960,228810,139230,325010,150460,139280,322400,266360,469070,385510,300640,459580,273130,488770,214980,385540,114260,148070,439870,302190,471230,438330,252670,114800,329200,411060,251340,261260,292560,252710,282000,261270,123310,271050,261120,409810,217780,230480,429740,304670,360750,133690,381170,381180,379800,458730,379810,453870,379780,314250,371160,465580,449180,251350,241180,245710,409820,423920,418660,283580,453850,329750,304660,305080,458260,437080,332620,468380,332610,456610,132030,182480,144600,261220,400570,352560,138230,271060,160580,130680,225800,352540
2023-05-18,32116,16035.0,11250.0,10075.0,8950.0,12562.0,28385.0,30266.0,18818.0,,27920.0,10503.0,,5665.0,11534.0,27396.0,10277.0,10056.0,8550.0,,,2202.0,14060.0,,6988.0,7900.0,3199.0,13940.0,6712.0,8531.0,11279.0,14113.0,,13333.0,10630.0,,105500.0,,106585.0,97940.0,57825.0,108573.0,100830.0,48918.0,,104010.0,2690.0,4635.0,4242.0,12215.0,4210.0,6585.0,9410.0,2840.0,105410.0,8530.0,5185.0,5095.0,6580.0,11120.0,8080.0,5795.0,6648.0,10090.0,13578.0,80254.0,11995.0,10936.0,12450.0,,12000.0,9995.0,11866.0,24710.0,5755.0,,9941.0,21206.0,17522.0,17440.0,5790.0,10142.0,10235.0,11972.0,9194.0,11329.0,8830.0,11955.0,,96940.0,87720.0,,110740.0,49960.0,12855.0,11010.0,4630.0,13250.0,13550.0,10524.0,13829.0,10900.0,9865.0,4015.0,12340.0,10956.0
2023-05-19,32568,16465.0,11405.0,10210.0,9108.0,12632.0,27831.0,30914.0,18740.0,,29353.0,10522.0,,5706.0,11728.0,27675.0,10420.0,10051.0,9098.0,,,2212.0,14210.0,,7018.0,7825.0,3239.0,14119.0,6717.0,8565.0,11423.0,14198.0,,13194.0,10710.0,,105325.0,,106585.0,97755.0,57855.0,108268.0,100140.0,48849.0,,103910.0,2615.0,4570.0,4250.0,12015.0,4180.0,6655.0,9340.0,2760.0,105570.0,8570.0,5115.0,5095.0,6635.0,10895.0,8170.0,5850.0,6665.0,10395.0,13669.0,81384.0,12200.0,11187.0,12515.0,,12185.0,9883.0,11953.0,25605.0,5640.0,,10048.0,21323.0,17493.0,17265.0,6030.0,10765.0,10540.0,11815.0,9113.0,11251.0,8750.0,11825.0,,96610.0,86595.0,,110185.0,49690.0,12780.0,10947.0,4640.0,13240.0,13850.0,10505.0,13748.0,10925.0,9885.0,4015.0,12210.0,10966.0
2023-05-22,32778,16700.0,11485.0,10550.0,9148.0,12861.0,28589.0,30979.0,18799.0,,29318.0,10583.0,,5725.0,12002.0,28084.0,10490.0,10130.0,9063.0,,,2237.0,14340.0,,7108.0,7745.0,3363.0,14244.0,6761.0,8644.0,11438.0,14148.0,,13418.0,10750.0,,105465.0,,106575.0,97865.0,57925.0,108491.0,100150.0,48879.0,,103970.0,2585.0,4535.0,4250.0,12075.0,4110.0,6740.0,9275.0,2715.0,105440.0,8620.0,5080.0,5235.0,6735.0,10930.0,8160.0,5925.0,6686.0,10220.0,13534.0,80681.0,12120.0,11127.0,12405.0,,12075.0,9903.0,11841.0,25510.0,5715.0,,10013.0,21201.0,17562.0,17235.0,5995.0,10476.0,10325.0,11830.0,9073.0,11197.0,8710.0,11720.0,,96605.0,86350.0,,109650.0,49385.0,12815.0,10943.0,4635.0,12915.0,13630.0,10479.0,13666.0,10790.0,9730.0,3915.0,12050.0,11006.0
2023-05-23,32875,16775.0,11525.0,10810.0,9187.0,13006.0,29258.0,31192.0,18774.0,,29228.0,10610.0,,5753.0,11932.0,28349.0,10504.0,10135.0,9053.0,,,2247.0,14335.0,,7152.0,7855.0,3378.0,14323.0,6771.0,8698.0,11394.0,14148.0,,13568.0,10755.0,,105020.0,,106580.0,97575.0,57845.0,107851.0,98650.0,48715.0,,103920.0,2575.0,4530.0,4250.0,11925.0,4060.0,6795.0,9190.0,2710.0,105675.0,8660.0,5060.0,5120.0,6795.0,10895.0,8300.0,5980.0,6681.0,10285.0,13499.0,80611.0,12150.0,11122.0,12360.0,,12050.0,9863.0,11807.0,25615.0,5620.0,,10033.0,21142.0,17340.0,17150.0,6040.0,10491.0,10305.0,11610.0,9007.0,11138.0,8645.0,11645.0,,96410.0,85135.0,,108840.0,49155.0,12735.0,10987.0,4595.0,13190.0,13370.0,10544.0,13599.0,10980.0,9585.0,4000.0,11945.0,10946.0
2023-05-24,32754,16680.0,11480.0,10685.0,9236.0,12926.0,29393.0,30999.0,18823.0,,29078.0,10624.0,,5706.0,11878.0,28189.0,10460.0,10140.0,9013.0,,,2207.0,14355.0,,7068.0,7720.0,3418.0,14269.0,6722.0,8644.0,11220.0,13794.0,,13632.0,10551.0,,105075.0,,106580.0,97440.0,57840.0,107681.0,98325.0,48640.0,,103880.0,2585.0,4545.0,4255.0,12010.0,4085.0,6760.0,9215.0,2730.0,105620.0,8635.0,5075.0,5030.0,6740.0,11045.0,8410.0,5945.0,6696.0,10275.0,13390.0,79788.0,11990.0,11012.0,12255.0,,11925.0,9927.0,11708.0,25295.0,5525.0,,9911.0,20950.0,17226.0,17120.0,5875.0,10252.0,10055.0,11502.0,9012.0,11168.0,8650.0,11685.0,,96490.0,85170.0,,109250.0,49275.0,12830.0,10930.0,4575.0,13430.0,13230.0,10433.0,13657.0,11100.0,9540.0,4070.0,12035.0,10870.0
2023-05-25,32724,16620.0,11460.0,10395.0,9172.0,12757.0,29033.0,31221.0,18492.0,,29552.0,10573.0,,5655.0,11768.0,28000.0,10485.0,9991.0,9048.0,,,2192.0,14315.0,,6958.0,7650.0,3398.0,14214.0,6648.0,8551.0,11190.0,13699.0,,13478.0,10511.0,,104510.0,,106620.0,96990.0,57615.0,106847.0,96745.0,48343.0,,103725.0,2595.0,4550.0,4286.0,11950.0,4140.0,6670.0,9210.0,2740.0,106025.0,8575.0,5090.0,4995.0,6645.0,10930.0,8510.0,5865.0,6706.0,10340.0,13445.0,81220.0,12340.0,11280.0,12325.0,,12130.0,9913.0,11767.0,26035.0,5375.0,,9886.0,21005.0,17315.0,17130.0,5970.0,10785.0,10400.0,11424.0,8963.0,11270.0,8605.0,11735.0,,96150.0,85395.0,,110070.0,49675.0,12695.0,10757.0,4490.0,13490.0,13135.0,10294.0,13752.0,11150.0,9420.0,4085.0,12195.0,10754.0
2023-05-26,32836,16745.0,11505.0,10340.0,9167.0,12717.0,28644.0,31726.0,18487.0,,30116.0,10471.0,,5631.0,11564.0,27740.0,10420.0,9897.0,9173.0,,,2177.0,14370.0,,6863.0,7610.0,3344.0,14259.0,6653.0,8531.0,11106.0,13544.0,,13289.0,10326.0,,104360.0,,106600.0,96780.0,57575.0,106615.0,96090.0,48268.0,,103565.0,2575.0,4535.0,4282.0,11910.0,4155.0,6670.0,9190.0,2720.0,106120.0,8585.0,5075.0,5140.0,6665.0,10835.0,8495.0,5875.0,6718.0,10360.0,13485.0,81759.0,12465.0,11629.0,12350.0,,12240.0,10019.0,11782.0,25830.0,5370.0,,9916.0,20878.0,17365.0,17200.0,6080.0,11483.0,10595.0,11483.0,8954.0,11231.0,8595.0,11665.0,,95995.0,85525.0,,109765.0,49605.0,12650.0,10682.0,4495.0,13105.0,12725.0,10193.0,13738.0,11195.0,9625.0,3970.0,12170.0,10853.0
2023-05-30,33279,17185.0,11655.0,10645.0,9305.0,12901.0,29258.0,32776.0,18288.0,,30686.0,10480.0,,5692.0,11554.0,27765.0,10583.0,9882.0,9437.0,,,2132.0,14600.0,,6938.0,7820.0,3363.0,14438.0,6613.0,8489.0,11091.0,13649.0,,13363.0,10456.0,,104250.0,,106595.0,96640.0,57560.0,106493.0,95690.0,48223.0,,103440.0,2505.0,4480.0,4313.0,11805.0,4090.0,6680.0,9130.0,2645.0,106290.0,8575.0,5000.0,5115.0,6660.0,10510.0,8575.0,5875.0,6770.0,10225.0,13689.0,84242.0,12870.0,12396.0,12550.0,,12605.0,10098.0,11978.0,26780.0,5400.0,,10077.0,21201.0,17473.0,17285.0,6460.0,12953.0,11240.0,11336.0,9083.0,11231.0,8700.0,11685.0,,96170.0,85850.0,,109450.0,49680.0,12540.0,10849.0,4495.0,13190.0,12785.0,10368.0,13748.0,11200.0,9640.0,3990.0,12170.0,10970.0
2023-05-31,33041,16925.0,11590.0,10855.0,9281.0,13046.0,29747.0,32385.0,18307.0,,30496.0,10429.0,,5688.0,11589.0,27835.0,10534.0,9813.0,9362.0,,,2103.0,14520.0,,6958.0,7850.0,3329.0,14418.0,6539.0,8518.0,10987.0,13584.0,,13473.0,10526.0,,104910.0,,106610.0,97125.0,57745.0,107483.0,97000.0,48551.0,,103590.0,2545.0,4505.0,4341.0,11975.0,4050.0,6675.0,9200.0,2685.0,105960.0,8585.0,5045.0,5325.0,6655.0,10565.0,8690.0,5865.0,6807.0,10160.0,13611.0,83994.0,12800.0,12254.0,12480.0,,12560.0,10074.0,11908.0,26930.0,5225.0,,10008.0,21019.0,17340.0,17245.0,6400.0,12710.0,11150.0,11263.0,9158.0,11236.0,8775.0,11785.0,47402.0,96770.0,86105.0,,109430.0,49700.0,12725.0,10854.0,4555.0,12635.0,12430.0,10305.0,13752.0,10935.0,9635.0,3835.0,12195.0,11037.0
2023-06-01,32934,16830.0,11550.0,11065.0,9236.0,13156.0,29802.0,32438.0,18083.0,,30730.0,10388.0,,5636.0,11648.0,28489.0,10509.0,9773.0,9397.0,,,2113.0,14475.0,,6978.0,7755.0,3334.0,14418.0,6638.0,8541.0,11012.0,13644.0,,13423.0,10521.0,,104705.0,,106660.0,97120.0,57660.0,107303.0,97005.0,48526.0,,103735.0,2560.0,4520.0,4327.0,11940.0,4015.0,6705.0,9175.0,2700.0,106015.0,8595.0,5060.0,5385.0,6680.0,10590.0,8625.0,5905.0,6789.0,10140.0,13568.0,83509.0,12780.0,12033.0,12430.0,,12490.0,10108.0,11866.0,27015.0,5315.0,,10003.0,20917.0,17429.0,17170.0,6370.0,12166.0,11035.0,11239.0,9158.0,11221.0,8775.0,11715.0,47385.0,96770.0,86095.0,,108810.0,49555.0,12720.0,10859.0,4595.0,12490.0,12385.0,10420.0,13714.0,11115.0,9650.0,3785.0,12105.0,10884.0
2023-06-02,33357,17265.0,11685.0,11145.0,9296.0,13221.0,30396.0,32721.0,18263.0,,30566.0,10467.0,,5683.0,11927.0,28319.0,10593.0,9976.0,9367.0,,,2142.0,14635.0,,7018.0,7740.0,3413.0,14582.0,6667.0,8523.0,11081.0,13689.0,,13817.0,10491.0,,105020.0,,106680.0,97395.0,57750.0,107827.0,97910.0,48655.0,,103850.0,2495.0,4465.0,4332.0,11905.0,3995.0,6855.0,9130.0,2630.0,105900.0,8705.0,4995.0,5210.0,6845.0,10430.0,8465.0,6040.0,6807.0,10070.0,13549.0,83747.0,12880.0,12097.0,12410.0,,12530.0,10000.0,11846.0,27580.0,5515.0,,10751.0,20995.0,17744.0,17295.0,6565.0,12280.0,11060.0,11336.0,9204.0,11070.0,8835.0,11610.0,47649.0,97165.0,86010.0,,108180.0,48990.0,12820.0,10921.0,4670.0,12900.0,12190.0,10470.0,13537.0,11170.0,9750.0,3905.0,11840.0,10939.0
2023-06-05,33453,17400.0,11720.0,11100.0,9340.0,13191.0,30685.0,32721.0,18492.0,,30231.0,10610.0,,5762.0,11853.0,28259.0,10637.0,10090.0,9317.0,,,2187.0,14725.0,,7068.0,7710.0,3558.0,14582.0,6717.0,8546.0,11146.0,13654.0,,13986.0,10501.0,,104685.0,,106700.0,97125.0,57700.0,107192.0,97170.0,48486.0,,103785.0,2480.0,4445.0,4354.0,11725.0,4005.0,6835.0,9050.0,2605.0,106100.0,8690.0,4970.0,5070.0,6825.0,10425.0,8565.0,6000.0,6863.0,10225.0,13719.0,84024.0,12930.0,12028.0,12575.0,,12565.0,10029.0,12021.0,27590.0,5505.0,,10226.0,21220.0,17863.0,17450.0,6575.0,12106.0,11120.0,11239.0,9078.0,11114.0,8695.0,11530.0,47214.0,96605.0,85710.0,,108685.0,49045.0,12590.0,11074.0,4570.0,13260.0,12230.0,10650.0,13589.0,11495.0,9760.0,4015.0,11880.0,10967.0
2023-06-07,33381,17300.0,11705.0,11480.0,9365.0,13436.0,31698.0,32721.0,18015.0,,30431.0,10620.0,,5743.0,11828.0,28119.0,10608.0,9991.0,9287.0,,,2192.0,14690.0,,7073.0,7755.0,3587.0,14637.0,6741.0,8499.0,11136.0,13679.0,,14190.0,10531.0,,104920.0,,106695.0,97320.0,57780.0,107681.0,97615.0,48615.0,,103805.0,2490.0,4455.0,4344.0,11755.0,3935.0,6870.0,9085.0,2625.0,106010.0,8715.0,4990.0,5185.0,6870.0,10395.0,8785.0,6035.0,6873.0,10110.0,13704.0,84039.0,12940.0,11968.0,12555.0,,12575.0,10019.0,11992.0,27935.0,5610.0,,10236.0,21138.0,17744.0,17510.0,6615.0,12026.0,11120.0,11043.0,9176.0,11075.0,8810.0,11570.0,47487.0,97050.0,86180.0,,108080.0,48985.0,12700.0,11116.0,4580.0,12965.0,12480.0,10658.0,13542.0,11430.0,9780.0,3930.0,11815.0,10962.0
2023-06-08,33337,17245.0,11700.0,11175.0,9345.0,13266.0,31334.0,32726.0,17957.0,,30571.0,10620.0,,5720.0,11863.0,27775.0,10554.0,9981.0,9397.0,,,2182.0,14660.0,,7018.0,7655.0,3622.0,14557.0,6756.0,8454.0,11002.0,13544.0,,14181.0,10471.0,1000965.0,104335.0,,106745.0,96900.0,57600.0,106697.0,96055.0,48352.0,,103755.0,2490.0,4465.0,4354.0,11720.0,3985.0,6880.0,9045.0,2630.0,106245.0,8720.0,4995.0,5100.0,6865.0,10595.0,8755.0,6050.0,6858.0,10305.0,13619.0,82321.0,12560.0,11875.0,12485.0,,12310.0,10034.0,11918.0,27015.0,5590.0,,10166.0,21034.0,17493.0,17455.0,6355.0,11812.0,10635.0,11107.0,9033.0,11060.0,8630.0,11475.0,46966.0,96265.0,85620.0,,108200.0,48980.0,12585.0,11370.0,4600.0,13190.0,12850.0,10804.0,13537.0,11300.0,9805.0,3985.0,11815.0,10926.0
2023-06-09,33778,17720.0,11835.0,11610.0,9399.0,13505.0,32087.0,33364.0,18098.0,,31479.0,10660.0,,5777.0,11848.0,28179.0,10682.0,9981.0,9552.0,,,2207.0,14825.0,,7083.0,7755.0,3637.0,14771.0,6781.0,8474.0,11037.0,13674.0,,14250.0,10486.0,1001245.0,104615.0,,106755.0,96920.0,57700.0,106886.0,96165.0,48427.0,,103785.0,2430.0,4400.0,4372.0,11745.0,3905.0,7000.0,8985.0,2560.0,106175.0,8795.0,4925.0,5210.0,6990.0,10435.0,8750.0,6165.0,6863.0,10205.0,13588.0,82915.0,12725.0,11973.0,12450.0,,12390.0,9918.0,11884.0,27300.0,5620.0,,10241.0,21069.0,17754.0,17310.0,6555.0,12001.0,10790.0,11058.0,9093.0,10982.0,8720.0,11430.0,47247.0,96535.0,85520.0,,107195.0,48520.0,12720.0,11341.0,4740.0,12905.0,12910.0,10794.0,13417.0,11430.0,9710.0,3915.0,11600.0,11037.0
2023-06-12,33561,17470.0,11755.0,11675.0,9375.0,13540.0,32616.0,33096.0,18001.0,,31280.0,10601.0,,5753.0,11922.0,27780.0,10603.0,9942.0,9542.0,,,2157.0,14780.0,,7108.0,7840.0,3647.0,14771.0,6702.0,8444.0,10927.0,13759.0,,14350.0,10436.0,1001400.0,104660.0,,106770.0,97035.0,57700.0,107104.0,96390.0,48467.0,,103850.0,2460.0,4435.0,4376.0,11670.0,3895.0,7040.0,8955.0,2595.0,106155.0,8820.0,4965.0,5310.0,7035.0,10365.0,8745.0,6200.0,6868.0,10185.0,13624.0,83290.0,12775.0,11998.0,12480.0,,12455.0,9898.0,11913.0,27975.0,5615.0,,10284.0,21059.0,17848.0,17285.0,6655.0,12106.0,10840.0,11072.0,9110.0,10943.0,8735.0,11370.0,47153.0,96430.0,85210.0,,106955.0,48440.0,12695.0,11289.0,4715.0,12660.0,13220.0,10762.0,13383.0,11585.0,9730.0,3830.0,11535.0,10935.0
2023-06-13,33721,17645.0,11815.0,12105.0,9370.0,13775.0,33135.0,33701.0,18064.0,,32073.0,10554.0,,5730.0,11833.0,27860.0,10633.0,9986.0,9701.0,,,2152.0,14815.0,,7093.0,7840.0,3662.0,14890.0,6682.0,8420.0,10927.0,13818.0,,14479.0,10471.0,1001445.0,104600.0,,106780.0,97090.0,57740.0,107056.0,96735.0,48447.0,,103875.0,2430.0,4410.0,4358.0,11540.0,3820.0,7220.0,8845.0,2565.0,106210.0,8935.0,4935.0,5440.0,7225.0,10175.0,8835.0,6360.0,6863.0,10180.0,13593.0,83742.0,12900.0,12294.0,12435.0,,12540.0,9823.0,11866.0,28685.0,5685.0,,10392.0,20950.0,17877.0,17285.0,6910.0,12635.0,10960.0,10911.0,9129.0,10811.0,8740.0,11225.0,47251.0,96550.0,84275.0,,105500.0,47835.0,12695.0,11266.0,4715.0,12330.0,13555.0,10775.0,13216.0,11630.0,9625.0,3735.0,11230.0,10884.0
2023-06-14,33556,17435.0,11750.0,11150.0,9305.0,13246.0,31284.0,33513.0,18117.0,,31634.0,10476.0,,5692.0,11932.0,27466.0,10549.0,9976.0,9577.0,,,2137.0,14755.0,,6998.0,7810.0,3652.0,14691.0,6638.0,8331.0,10863.0,13739.0,,14101.0,10386.0,1001545.0,104315.0,,106790.0,96850.0,57580.0,106503.0,96250.0,48263.0,,103785.0,2460.0,4440.0,4303.0,11450.0,3980.0,7145.0,8870.0,2595.0,106380.0,8880.0,4960.0,5270.0,7150.0,10175.0,8775.0,6300.0,6798.0,10240.0,13704.0,84386.0,12950.0,12338.0,12550.0,,12615.0,9947.0,11978.0,28685.0,5715.0,,10426.0,21161.0,18257.0,17385.0,6920.0,12779.0,11100.0,10984.0,9101.0,10869.0,8690.0,11245.0,47110.0,96295.0,84190.0,,105905.0,48075.0,12595.0,11284.0,4640.0,12690.0,13815.0,10814.0,13292.0,11715.0,9730.0,3845.0,11340.0,10894.0
2023-06-15,33439,17330.0,11725.0,11235.0,9305.0,13326.0,31618.0,33334.0,18040.0,,32408.0,10415.0,,5660.0,11883.0,27226.0,10529.0,9912.0,9856.0,,,2167.0,14665.0,,6933.0,7805.0,3702.0,14706.0,6584.0,8289.0,10749.0,13714.0,,14091.0,10196.0,1001645.0,104205.0,,106810.0,96705.0,57510.0,106173.0,96020.0,48164.0,,103640.0,2480.0,4450.0,4273.0,11465.0,3960.0,7130.0,8810.0,2610.0,106660.0,8875.0,4980.0,5350.0,7120.0,10110.0,8655.0,6295.0,6711.0,10240.0,13719.0,84960.0,13020.0,12510.0,12565.0,,12715.0,9923.0,11997.0,28970.0,5870.0,,10426.0,21206.0,18050.0,17350.0,7005.0,13218.0,11245.0,11151.0,9088.0,10884.0,8695.0,11225.0,47066.0,96260.0,84255.0,,106110.0,48035.0,12515.0,11299.0,4570.0,12520.0,14275.0,10804.0,13312.0,11835.0,9775.0,3790.0,11395.0,10983.0
2023-06-16,33601,17485.0,11775.0,11585.0,9305.0,13550.0,31978.0,33661.0,17928.0,,32418.0,10439.0,,5669.0,12256.0,27431.0,10485.0,9996.0,9861.0,,,2202.0,14790.0,,6943.0,7810.0,3806.0,14816.0,6628.0,8356.0,10813.0,13659.0,,14380.0,10331.0,1001950.0,104580.0,,106810.0,96870.0,57580.0,106484.0,96380.0,48263.0,,103715.0,2455.0,4430.0,4282.0,11540.0,3900.0,7210.0,8775.0,2590.0,106475.0,8935.0,4960.0,5180.0,7205.0,9970.0,8590.0,6340.0,6732.0,10160.0,13808.0,85604.0,13155.0,12431.0,12660.0,,12815.0,9952.0,12071.0,29320.0,5990.0,,10565.0,21313.0,18159.0,17420.0,7215.0,12943.0,11440.0,11297.0,9134.0,10820.0,8775.0,11225.0,47380.0,96780.0,84590.0,,105650.0,47905.0,12685.0,11384.0,4670.0,12905.0,14200.0,10886.0,13225.0,12355.0,9910.0,3900.0,11255.0,10980.0
2023-06-19,33415,17310.0,11715.0,11655.0,9241.0,13590.0,31938.0,33022.0,17981.0,,32053.0,10448.0,,5636.0,13348.0,27306.0,10494.0,10085.0,9901.0,,,2187.0,14635.0,,6873.0,7810.0,3841.0,14671.0,6569.0,8293.0,10694.0,13554.0,,14539.0,10296.0,1002120.0,104565.0,,106830.0,96885.0,57600.0,106644.0,96565.0,48328.0,,103715.0,2480.0,4460.0,4277.0,11630.0,3890.0,7115.0,8750.0,2620.0,106560.0,8870.0,4990.0,5175.0,7100.0,10040.0,8625.0,6260.0,6727.0,10145.0,13852.0,85679.0,13165.0,12363.0,12695.0,,12810.0,10014.0,12116.0,29270.0,5875.0,,10520.0,21461.0,18035.0,17250.0,7125.0,12863.0,11455.0,11248.0,9171.0,10884.0,8780.0,11290.0,47510.0,96825.0,85130.0,,106330.0,48160.0,12645.0,11409.0,4690.0,12935.0,13940.0,10895.0,13336.0,12650.0,9870.0,3915.0,11405.0,10952.0
2023-06-20,33357,17235.0,11690.0,11450.0,9187.0,13466.0,31394.0,32940.0,17825.0,,32373.0,10420.0,,5626.0,13483.0,27191.0,10475.0,9996.0,10010.0,,,2207.0,14635.0,,6843.0,7895.0,3916.0,14642.0,6613.0,8249.0,10675.0,13614.0,,14420.0,10381.0,1002150.0,104620.0,,106840.0,96895.0,57615.0,106600.0,96230.0,48323.0,,103820.0,2485.0,4465.0,4308.0,11570.0,3930.0,7115.0,8715.0,2635.0,106445.0,8865.0,4995.0,5170.0,7110.0,10070.0,8690.0,6280.0,6789.0,10210.0,13808.0,85406.0,13140.0,12333.0,12670.0,9491.0,12790.0,9937.0,12091.0,29035.0,5755.0,,10500.0,21328.0,17951.0,17150.0,7080.0,12764.0,11390.0,11219.0,9119.0,10899.0,8725.0,11260.0,47353.0,96605.0,84840.0,,106100.0,48190.0,12625.0,11419.0,4655.0,12935.0,14290.0,10814.0,13307.0,12795.0,9790.0,3910.0,11395.0,10957.0
2023-06-21,33044,16925.0,11580.0,11070.0,9103.0,13236.0,31229.0,32627.0,18336.0,,31704.0,10365.0,,5555.0,13159.0,26797.0,10361.0,10011.0,9766.0,,,2207.0,14460.0,,6753.0,7625.0,3876.0,14443.0,6505.0,8186.0,10407.0,13315.0,,14280.0,10256.0,1002220.0,104655.0,,106850.0,96755.0,57630.0,106944.0,96690.0,48387.0,,103855.0,2535.0,4510.0,4291.0,11565.0,4000.0,6980.0,8815.0,2675.0,106540.0,8795.0,5040.0,5150.0,6985.0,10070.0,8710.0,6160.0,6750.0,10115.0,13904.0,86145.0,13310.0,12358.0,12735.0,9472.0,12885.0,10069.0,12164.0,29200.0,5675.0,,10466.0,21421.0,18252.0,17330.0,7080.0,12784.0,11600.0,11170.0,9186.0,10992.0,8810.0,11395.0,47539.0,96855.0,85955.0,,107600.0,48610.0,12510.0,11276.0,4495.0,12980.0,14500.0,10794.0,13451.0,12930.0,9920.0,3930.0,11600.0,10962.0
2023-06-22,33128,16990.0,11615.0,11150.0,9133.0,13316.0,31399.0,32766.0,18244.0,,31539.0,10448.0,,5612.0,13169.0,26887.0,10455.0,9961.0,9781.0,,,2187.0,14585.0,,6778.0,7540.0,3816.0,14477.0,6437.0,8191.0,10392.0,13394.0,,14325.0,10301.0,1002360.0,104485.0,,106875.0,96875.0,57585.0,106581.0,96335.0,48308.0,,103800.0,2525.0,4500.0,4273.0,11550.0,3980.0,6965.0,8830.0,2665.0,106590.0,8770.0,5035.0,5090.0,6960.0,10225.0,8705.0,6140.0,6722.0,10090.0,13838.0,84985.0,13095.0,12068.0,12675.0,9477.0,12710.0,10113.0,12096.0,28390.0,5620.0,,10392.0,21361.0,18085.0,17650.0,6855.0,12146.0,11290.0,11155.0,9209.0,11001.0,8825.0,11420.0,47583.0,96915.0,86145.0,,107430.0,48750.0,12475.0,11174.0,4385.0,13130.0,13810.0,10736.0,13474.0,13240.0,9930.0,3980.0,11655.0,10894.0
2023-06-23,32968,16820.0,11550.0,11100.0,9049.0,13271.0,31339.0,32370.0,17996.0,,31599.0,10323.0,,5536.0,12889.0,26877.0,10386.0,9788.0,9881.0,,,2202.0,14480.0,,6733.0,7386.0,3772.0,14423.0,6333.0,8148.0,10263.0,13165.0,,14181.0,10251.0,1002675.0,104455.0,,106890.0,96750.0,57555.0,106479.0,95970.0,48283.0,,103800.0,2545.0,4515.0,4223.0,11580.0,3990.0,6865.0,8810.0,2690.0,106675.0,8700.0,5055.0,5340.0,6850.0,10200.0,8710.0,6040.0,6652.0,10160.0,13968.0,86532.0,13360.0,12151.0,12785.0,9511.0,12935.0,10093.0,12213.0,28665.0,5560.0,,10392.0,21461.0,17715.0,17760.0,6985.0,12365.0,11720.0,11121.0,9148.0,11114.0,8765.0,11470.0,47415.0,96705.0,86110.0,,108275.0,49115.0,12380.0,11041.0,4330.0,12525.0,13840.0,10545.0,13589.0,13035.0,10230.0,3790.0,11835.0,10831.0
2023-06-26,33132,16980.0,11615.0,11215.0,9133.0,13361.0,30820.0,32518.0,18254.0,,32058.0,10365.0,,5555.0,12800.0,27266.0,10430.0,9823.0,10065.0,,,2187.0,14580.0,,6748.0,7291.0,3757.0,14463.0,6318.0,8220.0,10273.0,13130.0,,14146.0,10196.0,1002815.0,104705.0,,106890.0,96925.0,57650.0,107027.0,96770.0,48417.0,,103865.0,2525.0,4505.0,4233.0,11615.0,3970.0,6850.0,8795.0,2665.0,106535.0,8705.0,5030.0,5275.0,6835.0,10180.0,8735.0,6025.0,6648.0,10075.0,13938.0,86247.0,13380.0,12068.0,12770.0,9462.0,12905.0,10074.0,12203.0,28680.0,5570.0,,10382.0,21446.0,17729.0,17790.0,6935.0,12181.0,11655.0,11014.0,9237.0,11099.0,8835.0,11515.0,47573.0,96960.0,86740.0,,108275.0,49210.0,12430.0,10903.0,4410.0,12650.0,13600.0,10429.0,13604.0,12730.0,10000.0,3830.0,11855.0,10863.0
2023-06-27,33119,16960.0,11610.0,10955.0,9113.0,13166.0,30386.0,32453.0,18584.0,,31894.0,10393.0,,5564.0,12660.0,26383.0,10450.0,9961.0,9995.0,,,2192.0,14510.0,,6633.0,7216.0,3791.0,14338.0,6309.0,8069.0,10238.0,13005.0,,14151.0,10206.0,1002865.0,104795.0,,106910.0,97190.0,57660.0,107046.0,97170.0,48412.0,,103930.0,2525.0,4505.0,4260.0,11580.0,4015.0,6910.0,8760.0,2675.0,106550.0,8740.0,5035.0,5260.0,6890.0,10280.0,8690.0,6065.0,6701.0,10120.0,13857.0,84945.0,13075.0,12102.0,12695.0,9482.0,12710.0,10103.0,12130.0,27910.0,5735.0,,10352.0,21386.0,17508.0,17855.0,6795.0,12211.0,11310.0,11107.0,9209.0,11065.0,8800.0,11460.0,47510.0,96850.0,87000.0,,108300.0,48965.0,12445.0,11126.0,4470.0,12705.0,13230.0,10697.0,13551.0,12610.0,9915.0,3855.0,11760.0,10967.0
